#key,Label,JLabel,LayoutId,PopRange,RandomPopRange00,RandomPopRange01,RandomPopRange02,RandomPopRange03,RandomPopRange04,RandomPopRange05,RandomPopRange06,RandomPopRange07,IdleRange,DepopRange,BNpcName,BaseId,BaseNpc,LayoutLabel,Customize,Equipment,Alias,Team,NormalAI,RelativePopBaseNpc,AppearAct,SignAct,StartAct,CompleteAct,SuccessAct,FailureAct,StartTarget,TargetName,NormalTalkEvent,StartTalkEvent,TradeTalkEvent,RuleExTalkEvent,DeadGimmickAction,GimmickTalkEvent,GimmickTalkGimmickAction,EventAction,EventActionGimmickAction,BeforeStartYell,RunningYell,WaitEndYell,BattleYell,DyingYell,DeadReinforcementGroup,AppearYell,EscapeYell,DeadYell,SuccessYell,FailureYell,FateOrder,LifeTime,Channeling,ChannelingStatus,OwnerNpc,FollowTargetNpc,NpcReplace,EntryType,ParamBonus,AIType,BossAI,MoveAI,ContinueMoveAI,ActiveType,PopDirectionType,RelativePopType,RepopTime,DistributeType,Contribution,CreateHideType,WanderingRange,TerritoryRadius,DyingHpRate,DyingType,DyingTargetStatus,MoveSpeed,Link,TargetStatus,ForceBattle,Collision,PriorityActorType,FollowerFormation,LocalProgress,InvisibilityGroup,TodoCountIndex,LayoutPopCondition,IsENpcMode,IsTurn,IsObjective,IsRepop,IsDyingENpc,Immortal,NeedLvSync,FixedHpRate,IsAccessRestraint
#キー,ラベル,日本語ラベル,配置ID,ポップレンジ,ポップレンジ,ポップレンジ,ポップレンジ,ポップレンジ,ポップレンジ,ポップレンジ,ポップレンジ,ポップレンジ,出現用レンジ,撤退用レンジ,BNPC名前,ベースID,引き継ぎ元のNPC,レイアウトラベル,カスタマイズ,装備,別名,チーム,通常思考,相対ポップ基準NPC,出現行動,予兆行動,開始行動,達成行動,成功行動,失敗行動,初期ターゲット,ターゲット名,通常トークイベント,FATE開始トークイベント,納品トークイベント,ルール拡張トークイベント,死亡時ギミックアクション,ギミックトークイベント,ギミックトークはい選択時ギミックアクション,イベントアクション,イベントアクション成功時ギミックアクション,開始前エール,FATE発生中エール,終了待ち中エール,バトル中エール,瀕死中エール,死亡時に呼ぶ増援グループ,出現エール,撤退エール,死亡エール,FATE成功エール,FATE失敗エール,命令,寿命,チャネリング対象,チャネリングステータス,オーナーNPC,追従対象NPC,置換ラベル,エントリータイプ,パラメータ補正,AIタイプ,ボスAI,移動AIタイプ,引き継ぎ用移動AIタイプ,アクティブタイプ,ポップ向きタイプ,相対ポップタイプ,リポップ時間,貢献度タイプ,貢献ポイント,不可視ポップタイプ,ワンダリング距離,なわばり半径,瀕死にするHP率,瀕死時行動タイプ,瀕死時ターゲット状態,移動速度,リンク,ターゲット状態,強制バトル,コリジョン,優先アクタータイプ,追従者隊形,ローカル進行度,不可視グループ,TODO用のカウンタインデックス,レイアウトポップ条件,ENPCモード？,ターン,目的となる相手？,リポップする？,瀕死時ENPC化,不死身,レベルシンクしないと使えない,HP倍率固定,アクセス抑制
#Key,keyAlias,keyDevcode,"lookup(LevelReference,key)|u_int","lookup(LevelReference,key)|u_int","lookup(LevelReference,key)|u_int","lookup(LevelReference,key)|u_int","lookup(LevelReference,key)|u_int","lookup(LevelReference,key)|u_int","lookup(LevelReference,key)|u_int","lookup(LevelReference,key)|u_int","lookup(LevelReference,key)|u_int","lookup(LevelReference,key)|u_int","lookup(LevelReference,key)|u_int","lookup(LevelReference,key)|u_int","lookup(BNpcName,key)","lookup(BNpcBase, key) | lookup(ENpcBase, key) | lookup(EObj, key)","lookup(FateNpc,key)|u_int16","lookup(FateLayoutLabel,key)|u_int16","lookup(BNpcCustomize, key) | u_int16","lookup(NpcEquip, key) | u_int16","lookup(FateNpcAlias,key)|u_int16","lookup(FateParam,param)|u_int16","lookup(Gambit, key) | lookup(Behavior, key)  | lookup(FateParam,param) | u_int16","lookup(FateNpc,key)|u_int16","lookup(FateAct,key)|u_int16","lookup(FateAct,key)|u_int16","lookup(FateAct,key)|u_int16","lookup(FateAct,key)|u_int16","lookup(FateAct,key)|u_int16","lookup(FateAct,key)|u_int16","lookup(FateTargetList,key)|u_int16","lookup(FateTarget,key)|u_int16","lookup(FateEvent,key)|u_int16","lookup(FateEvent,key)|u_int16","lookup(FateEvent,key)|u_int16","lookup(FateEvent,key)|u_int16","lookup(FateGimmickAction, key) | u_int16","lookup(FateEvent,key)|u_int16","lookup(FateGimmickAction, key) | u_int16","lookup(EventAction,key)|u_int16","lookup(FateGimmickAction, key) | u_int16","lookup(FateArrayNpcYell,key)|u_int16","lookup(FateArrayNpcYell,key)|u_int16","lookup(FateArrayNpcYell,key)|u_int16","lookup(FateArrayNpcYell,key)|u_int16","lookup(FateArrayNpcYell,key)|u_int16","lookup(FatePopGroup,key)|u_int16","lookup(NpcYell,key)|u_int16","lookup(NpcYell,key)|u_int16","lookup(NpcYell,key)|u_int16","lookup(NpcYell,key)|u_int16","lookup(NpcYell,key)|u_int16","lookup(FateOrder,key)|u_int16",u_int16,"lookup(FateNpc,key)|u_int16","lookup(StatusParam, key)|u_int16","lookup(FateNpc, key) | u_int16","lookup(FateNpc, key) | u_int16","lookup(FateNpcReplace,key)|u_int8","lookup(FateNpcType,key)|u_int8","lookup(FateNpcParamBonus, key) | u_int8","lookup(FateAIType, key) | u_int8","lookup(FateBossAI,key)|u_int8","lookup(MoveAI,key)|u_int8","lookup(MoveAI, key) | lookup(FateParam,param) | u_int8","lookup(ActiveType,key)|u_int8","lookup(FatePopDirectionType, key) | u_int8","lookup(FateRelativePopType,key)|u_int8",u_int8,"lookup(FateContributionType,key)|u_int8",u_int8,"lookup(FateCreateHideType, key) | u_int8",u_int8,u_int8,u_int8,"lookup(FateDyingType,key) | u_int8","lookup(FateParam, param) | u_int8","lookup(FateMoveType, key) | u_int8","lookup(FateNpcLink,key)|u_int8","lookup(FateParam,param)|u_int8","lookup(FateParam,param)|u_int8","lookup(FateParam,param)|u_int8","lookup(FateParam, param) | u_int8","lookup(FateFollowFormation, key) | u_int8","lookup(FateParam, param) | u_int8",u_int8,int8,boolean,boolean,boolean,boolean,boolean,boolean,boolean,boolean,boolean,boolean
5337,,N4F1_008_味方_001_001,0,8034517,0,0,0,0,0,0,0,0,0,8049666,8845,10935,0,0,0,0,0,0,0,0,2,0,5327,0,1,1,93,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2610,0,0,0,0,8696,0,0,0,0,0,0,0,1,9,0,0,0,255,0,0,0,0,0,2,1,10,0,0,1,0,1,0,2,0,0,0,0,255,0,-1,0,1,0,0,0,0,0,1,0,0
5338,,N4F1_008_味方_001_002,0,8034517,0,0,0,0,0,0,0,0,0,8049666,8845,10937,0,0,625,0,0,0,0,0,2,0,5328,0,1,1,96,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2611,0,0,0,0,0,0,0,0,0,0,0,0,1,9,0,0,0,255,0,0,0,0,0,2,1,10,0,0,1,0,1,0,2,0,0,0,0,255,0,-1,0,1,0,0,0,0,0,1,0,0
5339,,N4F1_008_味方_001_003,8049717,0,0,0,0,0,0,0,0,0,8034519,8049666,0,0,0,0,0,0,0,0,0,0,6451,0,0,0,1,1,93,12,0,0,0,0,0,0,0,0,0,0,0,0,577,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,0,0,0,255,0,0,0,0,0,2,1,10,0,0,1,0,1,0,2,0,0,0,0,255,0,-1,0,1,0,0,1,0,0,1,0,0
5340,,N4F1_008_味方_001_004,8049718,0,0,0,0,0,0,0,0,0,8034519,0,0,0,0,0,0,0,0,0,0,0,6451,0,0,0,1,6454,96,14,0,0,0,0,0,0,0,0,0,0,0,0,577,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,0,0,0,255,0,0,0,0,0,2,1,10,0,0,1,0,1,0,2,0,0,0,0,255,0,-1,0,1,0,0,1,0,0,1,0,0
5341,,N4F1_008_敵_002_001,0,8034264,0,0,0,0,0,0,0,0,8034516,0,8838,10981,0,0,0,0,0,0,0,0,2,0,0,0,1,5333,94,7,0,0,0,0,0,0,0,0,0,0,0,0,603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,0,0,1,255,0,0,0,0,0,2,0,10,50,0,1,0,1,0,0,0,0,0,0,255,0,-1,0,0,0,1,1,0,0,1,0,0
5342,,N4F1_008_敵_002_002,0,8034264,0,0,0,0,0,0,0,0,8034516,0,8839,10982,0,0,0,0,0,0,0,0,2,0,0,0,1,5334,97,9,0,0,0,0,0,0,0,0,0,0,0,0,603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,0,0,1,255,0,0,0,0,0,2,0,10,50,0,1,0,1,0,0,0,0,0,0,255,0,-1,0,0,0,1,1,0,0,1,0,0
5343,,N4F1_008_敵_002_003,0,8034264,0,0,0,0,0,0,0,0,8034516,0,8840,10983,0,0,0,0,0,0,0,0,2,0,0,0,1,5335,94,7,0,0,0,0,0,0,0,0,0,0,0,0,603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,0,0,1,255,0,0,0,0,0,2,0,10,50,0,1,0,1,0,0,0,0,0,0,255,0,-1,0,0,0,1,1,0,0,1,0,0
5344,,N4F1_008_敵_002_004_001,0,8034256,0,0,0,0,0,0,0,0,8034515,0,8841,10984,0,0,0,0,0,0,0,0,2,0,0,0,1,5557,94,8,0,0,0,0,0,0,0,0,0,0,0,0,603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,0,0,1,255,0,0,0,0,0,2,0,10,50,0,1,0,1,0,0,0,0,0,0,255,0,-1,0,0,0,1,1,0,0,1,0,0
5345,,N4F1_008_敵_002_004_002,0,8034259,0,0,0,0,0,0,0,0,8034514,0,8841,10984,0,0,0,0,0,0,0,0,2,0,0,0,1,5557,97,10,0,0,0,0,0,0,0,0,0,0,0,0,603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,0,0,1,255,0,0,0,0,0,2,0,10,50,0,1,0,1,0,0,0,0,0,0,255,0,-1,0,0,0,1,1,0,0,1,0,0
5346,,N4F1_008_味方_002_001,0,8049688,0,0,0,0,0,0,0,0,8034519,0,8845,10935,0,0,0,0,0,0,0,0,6451,0,0,0,1,6455,93,11,0,0,0,0,0,0,0,0,0,0,0,0,577,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,0,0,0,255,0,0,0,0,0,2,1,10,0,0,1,0,1,0,2,0,0,0,0,255,0,-1,0,1,0,0,1,0,0,1,0,0
5347,,N4F1_008_味方_002_002,0,8049688,0,0,0,0,0,0,0,0,8034519,8049666,8845,10937,0,0,625,0,0,0,0,0,6451,0,0,0,1,1,96,13,0,0,0,0,0,0,0,0,0,0,0,0,577,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,0,0,0,255,0,0,0,0,0,2,1,10,0,0,1,0,1,0,2,0,0,0,0,255,0,-1,0,1,0,0,1,0,0,1,0,0
5348,,N4F1_009_敵_000_001,0,0,0,0,0,0,0,0,0,0,0,8049737,0,0,5341,0,0,0,0,0,0,0,2,0,0,0,1,5554,94,7,0,0,0,0,0,0,0,0,0,0,0,0,603,0,2605,0,0,0,0,0,0,0,0,0,0,0,0,1,9,0,0,1,255,0,0,0,0,0,2,0,10,0,0,1,0,1,0,0,0,0,0,0,255,0,-1,0,0,0,1,1,0,0,1,0,0
5349,,N4F1_009_敵_000_002,0,0,0,0,0,0,0,0,0,0,0,8049738,0,0,5342,0,0,0,0,0,0,0,2,0,0,0,1,5554,97,9,0,0,0,0,0,0,0,0,0,0,0,0,603,0,2606,0,0,0,0,0,0,0,0,0,0,0,0,1,9,0,0,1,255,0,0,0,0,0,2,0,10,0,0,1,0,1,0,0,0,0,0,0,255,0,-1,0,0,0,1,1,0,0,1,0,0
5350,,N4F1_009_敵_000_003,0,0,0,0,0,0,0,0,0,0,0,8049737,0,0,5343,0,0,0,0,0,0,0,2,0,0,0,1,5554,94,7,0,0,0,0,0,0,0,0,0,0,0,0,603,0,2607,0,0,0,0,0,0,0,0,0,0,0,0,1,9,0,0,1,255,0,0,0,0,0,2,0,10,0,0,1,0,1,0,0,0,0,0,0,255,0,-1,0,0,0,1,1,0,0,1,0,0
5351,,N4F1_009_敵_000_004_001,0,0,0,0,0,0,0,0,0,0,0,8049737,0,0,5344,0,0,0,0,0,0,0,2,0,0,0,1,5554,94,8,0,0,0,0,0,0,0,0,0,0,0,0,603,0,2608,0,0,0,0,0,0,0,0,0,0,0,0,1,9,0,0,1,255,0,0,0,0,0,2,0,10,0,0,1,0,1,0,0,0,0,0,0,255,0,-1,0,0,0,1,1,0,0,1,0,0
5352,,N4F1_009_敵_000_004_002,0,0,0,0,0,0,0,0,0,0,0,8049738,0,0,5345,0,0,0,0,0,0,0,2,0,0,0,1,5554,97,10,0,0,0,0,0,0,0,0,0,0,0,0,603,0,2609,0,0,0,0,0,0,0,0,0,0,0,0,1,9,0,0,1,255,0,0,0,0,0,2,0,10,0,0,1,0,1,0,0,0,0,0,0,255,0,-1,0,0,0,1,1,0,0,1,0,0
5353,,N4F1_009_敵_001_001,0,8034677,0,0,0,0,0,0,0,0,8034682,8049738,8848,11209,0,0,0,0,0,0,0,0,2,0,0,0,1,5554,94,7,0,0,0,0,0,0,0,0,0,0,0,0,578,0,0,8700,0,0,0,0,0,0,0,0,0,0,0,1,9,0,0,1,255,0,0,0,0,0,2,0,10,0,0,1,0,1,0,0,0,0,0,0,255,0,-1,0,0,0,1,1,0,0,1,0,0
5354,,N4F5_VIERA_PUBLIC_味方_騎乗_009,0,8030983,0,0,0,0,0,0,0,0,0,0,8483,10178,0,0,898,1809,0,0,0,0,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,255,0,0,0,0,0,2,0,10,0,0,1,0,1,0,0,0,0,0,0,255,0,-1,0,1,1,0,0,0,0,1,0,0
5355,,N4F5_VIERA_PUBLIC_味方_騎乗_010,0,8030984,0,0,0,0,0,0,0,0,0,0,8479,10178,0,0,896,1809,0,0,0,0,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,255,0,0,0,0,0,2,0,10,0,0,1,0,1,0,0,0,0,0,0,255,0,-1,0,1,1,0,0,0,0,1,0,0
5356,,N4F5_VIERA_PUBLIC_味方_騎乗_011,0,8030985,0,0,0,0,0,0,0,0,0,0,8479,10178,0,0,894,1808,0,0,0,0,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,255,0,0,0,0,0,2,0,10,0,0,1,0,1,0,0,0,0,0,0,255,0,-1,0,1,1,0,0,0,0,1,0,0
5357,,N4F5_VIERA_PUBLIC_味方_騎乗_012,0,8030986,0,0,0,0,0,0,0,0,0,0,8479,10178,0,0,892,1808,0,0,0,0,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,255,0,0,0,0,0,2,0,10,0,0,1,0,1,0,0,0,0,0,0,255,0,-1,0,1,1,0,0,0,0,1,0,0
5358,,N4F5_VIERA_PUBLIC_味方_人_009,0,8034579,0,0,0,0,0,0,0,0,0,0,8483,4418,0,0,898,1809,0,0,0,0,2,0,0,0,1,1,0,0,498,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,255,0,0,0,0,0,2,0,10,0,0,1,0,1,0,0,0,0,0,0,255,0,-1,0,1,1,0,0,0,0,1,0,0
5359,,N4F5_VIERA_PUBLIC_味方_人_010,0,8034580,0,0,0,0,0,0,0,0,0,0,8479,4418,0,0,896,1809,0,0,0,0,2,0,0,0,1,1,0,0,499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,255,0,0,0,0,0,2,0,10,0,0,1,0,1,0,0,0,0,0,0,255,0,-1,0,1,1,0,0,0,0,1,0,0
5360,,N4F5_VIERA_PUBLIC_味方_人_011,0,8034581,0,0,0,0,0,0,0,0,0,0,8479,4416,0,0,894,1808,0,0,0,0,2,0,0,0,1,1,0,0,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,255,0,0,0,0,0,2,0,10,0,0,1,0,1,0,0,0,0,0,0,255,0,-1,0,1,1,0,0,0,0,1,0,0
5361,,N4F5_VIERA_PUBLIC_味方_人_012,0,8034582,0,0,0,0,0,0,0,0,0,0,8479,4416,0,0,892,1808,0,0,0,0,2,0,0,0,1,1,0,0,501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,255,0,0,0,0,0,2,0,10,0,0,1,0,1,0,0,0,0,0,0,255,0,-1,0,1,1,0,0,0,0,1,0,0
5362,,N4F5_VIERA_PUBLIC_味方_グリフォン_009,0,8034583,0,0,0,0,0,0,0,0,0,0,8484,10180,0,0,0,0,0,0,0,0,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,255,0,0,0,0,0,2,0,10,0,0,1,0,1,0,2,0,0,0,0,255,0,-1,0,1,1,0,0,0,0,1,0,0
5363,,N4F5_VIERA_PUBLIC_味方_グリフォン_010,0,8034584,0,0,0,0,0,0,0,0,0,0,8484,10180,0,0,0,0,0,0,0,0,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,255,0,0,0,0,0,2,0,10,0,0,1,0,1,0,2,0,0,0,0,255,0,-1,0,1,1,0,0,0,0,1,0,0
5364,,N4F5_VIERA_PUBLIC_味方_グリフォン_011,0,8034585,0,0,0,0,0,0,0,0,0,0,8484,10180,0,0,0,0,0,0,0,0,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,255,0,0,0,0,0,2,0,10,0,0,1,0,1,0,2,0,0,0,0,255,0,-1,0,1,1,0,0,0,0,1,0,0
5365,,N4F5_VIERA_PUBLIC_味方_グリフォン_012,0,8034586,0,0,0,0,0,0,0,0,0,0,8484,10180,0,0,0,0,0,0,0,0,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,255,0,0,0,0,0,2,0,10,0,0,1,0,1,0,2,0,0,0,0,255,0,-1,0,1,1,0,0,0,0,1,0,0
5366,,N4F5_VIERA_PUBLIC_味方_人_009_引き継ぎ用,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5358,0,0,0,0,0,0,0,2,5524,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,255,0,0,0,0,0,2,0,10,0,0,1,0,1,0,2,0,0,0,0,255,0,-1,0,0,1,0,0,0,0,1,0,0
5367,,N4F5_VIERA_PUBLIC_味方_人_010_引き継ぎ用,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5359,0,0,0,0,0,0,0,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,255,0,0,0,0,0,2,0,10,0,0,1,0,1,0,2,0,0,0,0,255,0,-1,0,0,1,0,0,0,0,1,0,0
5368,,N4F5_VIERA_PUBLIC_味方_人_011_引き継ぎ用,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5360,0,0,0,0,0,0,0,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,255,0,0,0,0,0,2,0,10,0,0,1,0,1,0,2,0,0,0,0,255,0,-1,0,0,1,0,0,0,0,1,0,0
5369,,N4F5_VIERA_PUBLIC_味方_人_012_引き継ぎ用,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5361,0,0,0,0,0,0,0,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,255,0,0,0,0,0,2,0,10,0,0,1,0,1,0,2,0,0,0,0,255,0,-1,0,0,1,0,0,0,0,1,0,0
5370,,N4F5_VIERA_PUBLIC_味方_グリフォン_009_引き継ぎ用,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5362,0,0,0,0,0,0,0,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,255,0,0,0,0,0,2,0,10,0,0,1,0,1,0,2,0,0,0,0,255,0,-1,0,0,1,0,0,0,0,1,0,0
5371,,N4F5_VIERA_PUBLIC_味方_グリフォン_010_引き継ぎ用,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5363,0,0,0,0,0,0,0,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,255,0,0,0,0,0,2,0,10,0,0,1,0,1,0,2,0,0,0,0,255,0,-1,0,0,1,0,0,0,0,1,0,0
5372,,N4F5_VIERA_PUBLIC_味方_グリフォン_011_引き継ぎ用,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5364,0,0,0,0,0,0,0,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,255,0,0,0,0,0,2,0,10,0,0,1,0,1,0,2,0,0,0,0,255,0,-1,0,0,1,0,0,0,0,1,0,0
5373,,N4F5_VIERA_PUBLIC_味方_グリフォン_012_引き継ぎ用,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5365,0,0,0,0,0,0,0,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,255,0,0,0,0,0,2,0,10,0,0,1,0,1,0,2,0,0,0,0,255,0,-1,0,0,1,0,0,0,0,1,0,0
5374,,N4F1_009_敵_001_002,0,8034679,0,0,0,0,0,0,0,0,8034682,8049737,8848,11209,0,0,0,0,0,0,0,0,2,0,0,0,1,5554,97,9,0,0,0,0,0,0,0,0,0,0,0,0,578,0,0,8701,0,0,0,0,0,0,0,0,0,0,0,1,9,0,0,1,255,0,0,0,0,0,2,0,10,0,0,1,0,1,0,0,0,0,0,0,255,0,-1,0,0,0,1,1,0,0,1,0,0
5375,,N4F1_009_敵_002_001,0,8034677,0,0,0,0,0,0,0,0,8034682,8049738,8848,11209,0,0,0,0,0,0,0,0,2,0,0,0,1,5554,94,7,0,0,0,0,0,0,0,0,0,0,0,0,578,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,0,0,1,255,0,0,0,0,0,2,0,10,0,0,1,0,1,0,0,0,0,0,0,255,0,-1,0,0,0,1,1,0,0,1,0,0
5376,,N4F1_009_敵_002_002,0,8034679,0,0,0,0,0,0,0,0,8034682,8049737,8848,11209,0,0,0,0,0,0,0,0,2,0,0,0,1,5554,97,9,0,0,0,0,0,0,0,0,0,0,0,0,578,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,0,0,1,255,0,0,0,0,0,2,0,10,0,0,1,0,1,0,0,0,0,0,0,255,0,-1,0,0,0,1,1,0,0,1,0,0
5377,,N4F1_009_敵_001_003,8034685,0,0,0,0,0,0,0,0,0,0,8049738,0,0,0,0,0,0,0,0,0,0,5551,0,0,0,1,5554,94,8,0,0,0,0,0,0,0,0,0,0,0,0,603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,0,0,0,255,0,0,0,0,0,2,1,10,0,0,1,0,1,0,2,0,0,0,0,255,0,-1,0,1,0,1,0,0,0,1,0,0
5378,,N4F1_009_敵_001_004,8034688,0,0,0,0,0,0,0,0,0,0,8049738,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,5554,97,10,0,0,0,0,0,0,0,0,0,0,0,0,603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,0,0,0,255,0,0,0,0,0,2,1,10,0,0,1,0,1,0,2,0,0,0,0,255,0,-1,0,1,0,1,0,0,0,1,0,0
5379,,N4F1_009_敵_000_991,0,8034676,0,0,0,0,0,0,0,0,8034682,8049737,8838,10981,0,0,0,0,0,0,0,0,2,0,0,0,1,5554,94,7,0,0,0,0,0,0,0,0,0,0,0,0,603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,0,0,1,255,0,0,0,0,0,2,0,10,0,0,1,0,1,0,0,0,0,0,0,255,0,-1,0,0,0,1,1,0,0,1,0,0
5380,,N4F1_009_敵_000_992,0,8034676,0,0,0,0,0,0,0,0,8034682,8049737,8839,10982,0,0,0,0,0,0,0,0,2,0,0,0,1,5554,97,9,0,0,0,0,0,0,0,0,0,0,0,0,603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,0,0,1,255,0,0,0,0,0,2,0,10,0,0,1,0,1,0,0,0,0,0,0,255,0,-1,0,0,0,1,1,0,0,1,0,0
5381,,N4F1_009_敵_000_993,0,8034676,0,0,0,0,0,0,0,0,8034682,8049738,8840,10983,0,0,0,0,0,0,0,0,2,0,0,0,1,5554,94,7,0,0,0,0,0,0,0,0,0,0,0,0,603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,0,0,1,255,0,0,0,0,0,2,0,10,0,0,1,0,1,0,0,0,0,0,0,255,0,-1,0,0,0,1,1,0,0,1,0,0
5382,,N4F1_009_敵_000_994_001,0,8034674,0,0,0,0,0,0,0,0,8034682,8049737,8841,10984,0,0,0,0,0,0,0,0,2,0,0,0,1,5554,94,8,0,0,0,0,0,0,0,0,0,0,0,0,603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,0,0,1,255,0,0,0,0,0,2,0,10,0,0,1,0,1,0,0,0,0,0,0,255,0,-1,0,0,0,1,1,0,0,1,0,0
5383,,N4F1_009_敵_000_994_002,0,8034675,0,0,0,0,0,0,0,0,8034682,8049738,8841,10984,0,0,0,0,0,0,0,0,2,0,0,0,1,5554,97,10,0,0,0,0,0,0,0,0,0,0,0,0,603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,0,0,1,255,0,0,0,0,0,2,0,10,0,0,1,0,1,0,0,0,0,0,0,255,0,-1,0,0,0,1,1,0,0,1,0,0
5384,,N4F1_009_味方_001_001,0,0,0,0,0,0,0,0,0,0,0,8049740,0,0,5337,0,0,0,0,0,0,0,2,0,0,0,5575,1,93,11,0,0,0,0,0,0,0,0,0,0,0,0,577,0,2620,0,0,0,0,8707,0,0,0,0,0,0,0,1,9,0,0,0,255,0,0,0,0,0,2,0,10,0,0,1,0,1,0,0,0,0,0,0,255,0,-1,0,0,0,0,0,0,0,1,0,0
5385,,N4F1_009_味方_001_002,0,0,0,0,0,0,0,0,0,0,0,8049740,0,0,5338,0,0,0,0,0,0,0,2,0,0,0,5576,1,96,13,0,0,0,0,0,0,0,0,0,0,0,0,577,0,2621,0,0,0,0,0,0,0,0,0,0,0,0,1,9,0,0,0,255,0,0,0,0,0,2,0,10,0,0,1,0,1,0,0,0,0,0,0,255,0,-1,0,0,0,0,0,0,0,1,0,0
